LOADCOMMANDID,PARTICIPATION,NOTES,POLICYSUFFIX,PUBLICID,WCOTHERSTATES,VERIFIED,CREATETIME,OTHERINSURANCE,TOTALVEHICLES,OTHERINSINFO,POLICYSOURCE,WCSTATES,INSUREDSICCODE,CURRENCY,RETROACTIVEDATE,EFFECTIVEDATE,UPDATETIME,ID,REPORTINGDATE,EXPIRATIONDATE,ASSIGNEDRISK,FINANCIALINTERESTS,CREATEUSERID,RETURNTOWORKPRGM,BEANVERSION,ARCHIVEPARTITION,RETIRED,VALIDATIONLEVEL,COVERAGEFORM,POLICYTYPE,UPDATEUSERID,UNDERWRITINGCO,CANCELLATIONDATE,STATUS,ORIGEFFECTIVEDATE,ACCOUNTNUMBER,TOTALPROPERTIES,POLICYRATINGPLAN,CUSTOMERSERVICETIER,UNDERWRITINGGROUP,POLICYNUMBER,FOREIGNCOVERAGE,POLICYSYSTEMPERIODID,PRODUCERCODE
,,,,cc:215,,1,2018-09-30 22:14:40.602,0,0,,,,,10001,,2018-07-02 00:00:00.000,2018-09-30 22:15:00.175,215,,2019-07-01 00:00:00.000,,,3,0,1,,0,1,,10007,3,10002,2018-09-30 19:37:23.470,10004,2009-10-21 00:00:00.000,A2,1,,,10003,53-235675,,,1538316443479
,,,,cc:216,,1,2018-09-30 22:15:16.028,0,0,,,,,10001,,2018-04-03 00:00:00.000,2018-10-01 11:44:30.271,216,,2019-04-03 00:00:00.000,,,3,0,2,,0,1,,10007,3,10002,2018-09-30 19:37:23.470,10004,2013-04-04 00:00:00.000,A7,1,,,10003,53-300675,,,1538316443493
,,,,cc:217,,1,2018-09-30 22:15:57.917,0,0,,,,,10001,,2018-04-03 00:00:00.000,2018-09-30 22:16:16.214,217,,2019-04-03 00:00:00.000,,,3,0,1,,0,1,,10007,3,10002,2018-09-30 19:37:23.470,10004,2013-04-04 00:00:00.000,A8,1,,,10003,63-300675,,,1538316443494
,,,,cc:218,,1,2018-09-30 22:17:31.303,0,0,,,,,10001,,2018-07-02 00:00:00.000,2018-09-30 22:18:07.999,218,,2019-07-01 00:00:00.000,,,3,0,1,,0,1,,10007,3,10002,2018-09-30 19:37:23.470,10004,2009-10-21 00:00:00.000,A2,1,,,10003,53-235675,,,1538316443479
,,,,cc:219,,1,2018-09-30 22:23:05.785,0,0,,,,,10001,,2018-07-02 00:00:00.000,2018-09-30 22:23:45.303,219,,2019-07-01 00:00:00.000,,,3,0,1,,0,1,,10007,3,10002,2018-09-30 19:37:23.470,10004,2009-10-21 00:00:00.000,A2,1,,,10003,53-235675,,,1538316443479
,,,,cc:403,,1,2018-10-04 11:52:51.892,0,0,,,,,10001,,2018-07-06 00:00:00.000,2018-10-04 11:56:09.214,403,,2019-07-05 00:00:00.000,,,3,0,2,,0,1,,10007,3,10002,2018-10-04 11:17:13.391,10004,2009-10-25 00:00:00.000,A2,1,,,10003,53-235675,,,1538632033399
,,,,cc:406,,1,2018-10-04 12:19:03.525,0,0,,,,,10001,,2018-04-07 00:00:00.000,2018-10-04 12:20:36.699,406,,2019-04-07 00:00:00.000,,,177,0,2,,0,1,,10007,177,10002,2018-10-04 11:17:13.391,10004,2013-04-08 00:00:00.000,A8,1,,,10003,63-300675,,,1538632033414
,,,,cc:409,,1,2018-10-04 12:30:47.165,0,0,,,,,10001,,2018-07-06 00:00:00.000,2018-10-04 12:32:43.722,409,,2019-07-05 00:00:00.000,,,178,0,2,,0,1,,10007,178,10002,2018-10-04 11:17:13.391,10004,2009-10-25 00:00:00.000,A2,1,,,10003,53-235675,,,1538632033399
,,,,cc:410,,1,2018-10-04 12:35:33.594,0,0,,,,,10001,,2018-04-07 00:00:00.000,2018-10-04 12:36:25.429,410,,2019-04-07 00:00:00.000,,,178,0,2,,0,1,,10007,178,10002,2018-10-04 11:17:13.391,10004,2013-04-08 00:00:00.000,A8,1,,,10003,63-300675,,,1538632033414
,,,,cc:413,,1,2018-10-04 12:56:23.468,0,0,,,,,10001,,2018-07-06 00:00:00.000,2018-10-04 12:58:00.084,413,,2019-07-05 00:00:00.000,,,3,0,2,,0,1,,10007,3,10002,2018-10-04 11:17:13.391,10004,2009-10-25 00:00:00.000,A2,1,,,10003,53-235675,,,1538632033399
,,,,cc:102,,1,2018-09-28 15:32:41.441,0,0,,,,,10001,,2018-04-01 00:00:00.000,2018-09-28 15:45:00.284,102,,2019-04-01 00:00:00.000,,,3,0,2,,0,1,,10007,175,10002,2018-09-28 15:31:00.512,10004,2013-04-02 00:00:00.000,A8,1,,,10003,63-300675,,,1538128860535
,,,,cc:201,,1,2018-09-30 19:39:23.707,0,0,,,,,10001,,2018-07-02 00:00:00.000,2018-09-30 19:40:21.816,201,,2019-07-01 00:00:00.000,,,3,0,1,,0,1,,10007,3,10002,2018-09-30 19:37:23.470,10004,2009-10-21 00:00:00.000,A2,1,,,10003,53-235675,,,1538316443479
,,,,cc:203,,1,2018-09-30 19:43:56.532,0,0,,,,,10001,,2018-04-03 00:00:00.000,2018-09-30 19:45:08.051,203,,2019-04-03 00:00:00.000,,,3,0,1,,0,1,,10007,3,10002,2018-09-30 19:37:23.470,10004,2013-04-04 00:00:00.000,A8,1,,,10003,63-300675,,,1538316443494
,,,,cc:208,,1,2018-09-30 19:59:59.101,0,0,,,,,10001,,2018-04-03 00:00:00.000,2018-10-01 11:12:49.513,208,,2019-04-03 00:00:00.000,,,3,0,2,,0,1,,10007,3,10002,2018-09-30 19:37:23.470,10004,2013-04-04 00:00:00.000,A7,1,,,10003,53-300675,,,1538316443493
,,,,cc:301,,1,2018-10-01 13:22:50.095,0,0,,,,,10001,,2018-04-04 00:00:00.000,2018-10-01 13:29:12.605,301,,2019-04-04 00:00:00.000,,,3,0,2,,0,1,,10007,3,10002,2018-10-01 10:57:12.854,10004,2013-04-05 00:00:00.000,A7,1,,,10003,53-300675,,,1538371632876
,,,,cc:402,,1,2018-10-04 11:48:42.159,0,0,,,,,10001,,2018-07-06 00:00:00.000,2018-10-04 11:51:39.047,402,,2019-07-05 00:00:00.000,,,3,0,2,,0,1,,10007,3,10002,2018-10-04 11:17:13.391,10004,2009-10-25 00:00:00.000,A2,1,,,10003,53-235675,,,1538632033399
,,,,cc:407,,1,2018-10-04 12:22:22.957,0,0,,,,,10001,,2018-07-06 00:00:00.000,2018-10-04 12:24:16.041,407,,2019-07-05 00:00:00.000,,,177,0,2,,0,1,,10007,177,10002,2018-10-04 11:17:13.391,10004,2009-10-25 00:00:00.000,A2,1,,,10003,53-235675,,,1538632033399
,,,,cc:411,,1,2018-10-04 12:38:11.674,0,0,,,,,10001,,2018-04-07 00:00:00.000,2018-10-04 12:40:26.049,411,,2019-04-07 00:00:00.000,,,178,0,2,,0,1,,10007,178,10002,2018-10-04 11:17:13.391,10004,2013-04-08 00:00:00.000,A8,1,,,10003,63-300675,,,1538632033414
,,,,cc:101,,1,2018-09-28 15:31:09.614,0,0,,,,,10001,,2018-04-01 00:00:00.000,2018-09-28 15:42:54.778,101,,2019-04-01 00:00:00.000,,,3,0,2,,0,1,,10007,174,10002,2018-09-28 15:31:00.512,10004,2013-04-02 00:00:00.000,A7,1,,,10003,53-300675,,,1538128860534
,,,,cc:103,,1,2018-09-28 15:33:53.989,0,0,,,,,10001,,2018-06-30 00:00:00.000,2018-09-28 15:46:49.312,103,,2019-06-29 00:00:00.000,,,3,0,2,,0,1,,10007,176,10002,2018-09-28 15:31:00.512,10004,2009-10-19 00:00:00.000,A2,1,,,10003,53-235675,,,1538128860520
,,,,cc:105,,1,2018-09-28 15:52:58.113,0,0,,,,,10001,,2018-04-01 00:00:00.000,2018-09-28 16:06:52.476,105,,2019-04-01 00:00:00.000,,,3,0,2,,0,1,,10007,3,10002,2018-09-28 15:31:00.512,10004,2013-04-02 00:00:00.000,A7,1,,,10003,53-300675,,,1538128860534
,,,,cc:106,,1,2018-09-28 15:55:08.537,0,0,,,,,10001,,2018-04-01 00:00:00.000,2018-09-28 16:06:12.574,106,,2019-04-01 00:00:00.000,,,3,0,2,,0,1,,10007,3,10002,2018-09-28 15:31:00.512,10004,2013-04-02 00:00:00.000,A7,1,,,10003,53-300675,,,1538128860534
,,,,cc:210,,1,2018-09-30 20:26:48.536,0,0,,,,,10001,,2018-04-03 00:00:00.000,2018-09-30 21:40:11.242,210,,2019-04-03 00:00:00.000,,,3,0,1,,0,1,,10007,3,10002,2018-09-30 19:37:23.470,10004,2013-04-04 00:00:00.000,A8,1,,,10003,63-300675,,,1538316443494
,,,,cc:213,,1,2018-09-30 22:11:39.627,0,0,,,,,10001,,2018-04-03 00:00:00.000,2018-10-01 11:05:05.196,213,,2019-04-03 00:00:00.000,,,3,0,2,,0,1,,10007,3,10002,2018-09-30 19:37:23.470,10004,2013-04-04 00:00:00.000,A7,1,,,10003,53-300675,,,1538316443493
,,,,cc:408,,1,2018-10-04 12:27:14.524,0,0,,,,,10001,,2018-07-06 00:00:00.000,2018-10-04 12:28:54.259,408,,2019-07-05 00:00:00.000,,,177,0,2,,0,1,,10007,177,10002,2018-10-04 11:17:13.391,10004,2009-10-25 00:00:00.000,A2,1,,,10003,53-235675,,,1538632033399
,,,,cc:412,,1,2018-10-04 12:54:01.565,0,0,,,,,10001,,2018-07-06 00:00:00.000,2018-10-04 12:55:06.070,412,,2019-07-05 00:00:00.000,,,3,0,2,,0,1,,10007,3,10002,2018-10-04 11:17:13.391,10004,2009-10-25 00:00:00.000,A2,1,,,10003,53-235675,,,1538632033399
,,,,cc:414,,1,2018-10-04 12:59:27.913,0,0,,,,,10001,,2018-04-07 00:00:00.000,2018-10-04 13:01:37.625,414,,2019-04-07 00:00:00.000,,,3,0,2,,0,1,,10007,3,10002,2018-10-04 11:17:13.391,10004,2013-04-08 00:00:00.000,A7,1,,,10003,53-300675,,,1538632033413
,,,,cc:415,,1,2018-10-04 13:11:12.689,0,0,,,,,10001,,2018-04-07 00:00:00.000,2018-10-04 13:13:12.583,415,,2019-04-07 00:00:00.000,,,174,0,2,,0,1,,10007,174,10002,2018-10-04 11:17:13.391,10004,2013-04-08 00:00:00.000,A8,1,,,10003,63-300675,,,1538632033414
,,,,cc:1,,1,2018-09-28 11:59:54.298,0,0,,,,,10001,,2018-06-30 00:00:00.000,2018-09-28 12:01:04.032,1,,2019-06-29 00:00:00.000,,,3,0,1,,0,1,,10007,3,10002,2018-09-28 11:59:34.191,10004,2009-10-19 00:00:00.000,A17,1,,,10003,53-235675,,,1538116181225
,,,,cc:109,,1,2018-09-28 17:01:05.417,0,0,,,,,10001,,2018-06-30 00:00:00.000,2018-09-28 17:04:43.454,109,,2019-06-29 00:00:00.000,,,3,0,1,,0,1,,10007,3,10002,2018-09-28 15:31:00.512,10004,2009-10-19 00:00:00.000,A2,1,,,10003,53-235675,,,1538128860520
,,,,cc:110,,1,2018-09-28 17:08:36.566,0,0,,,,,10001,,2018-06-30 00:00:00.000,2018-09-28 17:09:55.929,110,,2019-06-29 00:00:00.000,,,3,0,1,,0,1,,10007,3,10002,2018-09-28 15:31:00.512,10004,2009-10-19 00:00:00.000,A2,1,,,10003,53-235675,,,1538128860520
,,,,cc:207,,1,2018-09-30 19:53:47.056,0,0,,,,,10001,,2018-07-02 00:00:00.000,2018-09-30 19:59:21.376,207,,2019-07-01 00:00:00.000,,,3,0,1,,0,1,,10007,3,10002,2018-09-30 19:37:23.470,10004,2009-10-21 00:00:00.000,A2,1,,,10003,53-235675,,,1538316443479
,,,,cc:401,,1,2018-10-04 11:18:19.144,0,0,,,,,10001,,2018-04-07 00:00:00.000,2018-10-04 11:36:06.193,401,,2019-04-07 00:00:00.000,,,3,0,2,,0,1,,10007,3,10002,2018-10-04 11:17:13.391,10004,2013-04-08 00:00:00.000,A7,1,,,10003,53-300675,,,1538632033413
,,,,cc:404,,1,2018-10-04 12:00:20.580,0,0,,,,,10001,,2018-07-06 00:00:00.000,2018-10-04 12:04:09.090,404,,2019-07-05 00:00:00.000,,,3,0,2,,0,1,,10007,3,10002,2018-10-04 11:17:13.391,10004,2009-10-25 00:00:00.000,A2,1,,,10003,53-235675,,,1538632033399
,,,,cc:405,,1,2018-10-04 12:12:15.284,0,0,,,,,10001,,2018-04-07 00:00:00.000,2018-10-04 12:13:23.641,405,,2019-04-07 00:00:00.000,,,177,0,2,,0,1,,10007,177,10002,2018-10-04 11:17:13.391,10004,2013-04-08 00:00:00.000,A7,1,,,10003,53-300675,,,1538632033413
