LOADCOMMANDID,COVERAGETYPE,CREATEUSERID,PUBLICID,PROFILEID,COSTTYPE,BEANVERSION,RETIRED,CREATETIME,POLICYTYPE,UPDATEUSERID,LIMITAMOUNT,LIMITTYPE,UPDATETIME,ID
,,3,PICCLimit:284,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42391
,,3,PICCLimit:285,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42392
,,3,PICCLimit:286,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42393
,,3,PICCLimit:288,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42394
,,3,PICCLimit:289,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42395
,,3,PICCLimit:290,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42396
,,3,PICCLimit:327,4,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42397
,,3,PICCLimit:328,4,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42398
,,3,PICCLimit:331,4,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42399
,,3,PICCLimit:332,4,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42400
,,3,PICCLimit:336,4,1.0,0,0,2018-08-02 15:30:57.167,,3,25000.0,7,2018-08-02 15:30:57.167,42401
,,3,PICCLimit:337,4,1.0,0,0,2018-08-02 15:30:57.167,,3,25000.0,7,2018-08-02 15:30:57.167,42402
,,3,PICCLimit:341,4,1.0,0,0,2018-08-02 15:30:57.167,,3,25000.0,7,2018-08-02 15:30:57.167,42403
,,3,PICCLimit:342,4,1.0,0,0,2018-08-02 15:30:57.167,,3,25000.0,7,2018-08-02 15:30:57.167,42404
,,3,PICCLimit:346,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42405
,,3,PICCLimit:347,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42406
,,3,PICCLimit:351,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42407
,,3,PICCLimit:352,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42408
,,3,PICCLimit:615,4,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42409
,,3,PICCLimit:623,4,1.0,0,0,2018-08-02 15:30:57.167,,3,25000.0,7,2018-08-02 15:30:57.167,42410
,,3,PICCLimit:631,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42411
,,3,PICCLimit:936,4,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42412
,,3,PICCLimit:937,4,1.0,0,0,2018-08-02 15:30:57.167,,3,25000.0,7,2018-08-02 15:30:57.167,42413
,,3,PICCLimit:938,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42414
,,3,PICCLimit:948,4,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42415
,,3,PICCLimit:949,4,1.0,0,0,2018-08-02 15:30:57.167,,3,25000.0,7,2018-08-02 15:30:57.167,42416
,,3,PICCLimit:950,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42417
,,3,PICCLimit:951,4,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42418
,,3,PICCLimit:952,4,1.0,0,0,2018-08-02 15:30:57.167,,3,25000.0,7,2018-08-02 15:30:57.167,42419
,,3,PICCLimit:953,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42420
,,3,PICCLimit:954,4,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42421
,,3,PICCLimit:955,4,1.0,0,0,2018-08-02 15:30:57.167,,3,25000.0,7,2018-08-02 15:30:57.167,42422
,,3,PICCLimit:956,4,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,9,2018-08-02 15:30:57.167,42423
,,3,PICCLimit:966,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42424
,,3,PICCLimit:967,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42425
,,3,PICCLimit:969,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42426
,,3,PICCLimit:970,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42427
,,3,PICCLimit:971,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42428
,,3,PICCLimit:972,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42429
,,3,PICCLimit:973,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42430
,,3,PICCLimit:974,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42431
,,3,PICCLimit:975,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42432
,,3,PICCLimit:976,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42433
,,3,PICCLimit:978,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42434
,,3,PICCLimit:979,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42435
,,3,PICCLimit:980,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42436
,,3,PICCLimit:993,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42437
,,3,PICCLimit:994,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42438
,,3,PICCLimit:998,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42439
,,3,PICCLimit:999,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42440
,,3,PICCLimit:1092,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42441
,,3,PICCLimit:1198,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42442
,,3,PICCLimit:1203,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42443
,,3,PICCLimit:1204,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42444
,,3,PICCLimit:1205,4,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,42445
,,3,PICCLimit:1209,28,1.0,0,0,2018-08-02 15:30:57.167,,3,2000.0,7,2018-08-02 15:30:57.167,42446
,,3,PICCLimit:1211,28,1.0,0,0,2018-08-02 15:30:57.167,,3,2000.0,7,2018-08-02 15:30:57.167,42447
,,3,PICCLimit:1212,28,1.0,0,0,2018-08-02 15:30:57.167,,3,2000.0,7,2018-08-02 15:30:57.167,42448
,,3,PICCLimit:1213,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42449
,,3,PICCLimit:1214,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42450
,,3,PICCLimit:1216,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42451
,,3,PICCLimit:1217,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42452
,,3,PICCLimit:1218,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42453
,,3,PICCLimit:1219,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42454
,,3,PICCLimit:1220,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42455
,,3,PICCLimit:1221,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42456
,,3,PICCLimit:1222,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42457
,,3,PICCLimit:1223,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42458
,,3,PICCLimit:1225,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42459
,,3,PICCLimit:1226,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42460
,,3,PICCLimit:1227,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42461
,,3,PICCLimit:1240,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42462
,,3,PICCLimit:1241,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42463
,,3,PICCLimit:1245,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42464
,,3,PICCLimit:1246,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42465
,,3,PICCLimit:1342,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42466
,,3,PICCLimit:1448,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42467
,,3,PICCLimit:1453,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42468
,,3,PICCLimit:1454,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42469
,,3,PICCLimit:1455,5,10001.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42470
,,3,PICCLimit:1459,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42471
,,3,PICCLimit:1460,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42472
,,3,PICCLimit:1461,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42473
,,3,PICCLimit:1462,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42474
,,3,PICCLimit:1463,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42475
,,3,PICCLimit:1464,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42476
,,3,PICCLimit:1466,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42477
,,3,PICCLimit:1467,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42478
,,3,PICCLimit:1468,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42479
,,3,PICCLimit:1469,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42480
,,3,PICCLimit:1470,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42481
,,3,PICCLimit:1471,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42482
,,3,PICCLimit:1472,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42483
,,3,PICCLimit:1474,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42484
,,3,PICCLimit:1475,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42485
,,3,PICCLimit:1476,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42486
,,3,PICCLimit:1478,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42487
,,3,PICCLimit:1479,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42488
,,3,PICCLimit:1480,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42489
,,3,PICCLimit:1481,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42490
,,3,PICCLimit:1482,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42491
,,3,PICCLimit:1483,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42492
,,3,PICCLimit:1484,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42493
,,3,PICCLimit:1485,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42494
,,3,PICCLimit:1487,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42495
,,3,PICCLimit:1488,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42496
,,3,PICCLimit:1489,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42497
,,3,PICCLimit:1491,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42498
,,3,PICCLimit:1492,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42499
,,3,PICCLimit:1493,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42500
,,3,PICCLimit:1494,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42501
,,3,PICCLimit:1495,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42502
,,3,PICCLimit:1496,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42503
,,3,PICCLimit:1497,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42504
,,3,PICCLimit:1498,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42505
,,3,PICCLimit:1500,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42506
,,3,PICCLimit:1501,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42507
,,3,PICCLimit:1502,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42508
,,3,PICCLimit:1539,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42509
,,3,PICCLimit:1540,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42510
,,3,PICCLimit:1543,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42511
,,3,PICCLimit:1544,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42512
,,3,PICCLimit:1548,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42513
,,3,PICCLimit:1549,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42514
,,3,PICCLimit:1553,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42515
,,3,PICCLimit:1554,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42516
,,3,PICCLimit:1558,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42517
,,3,PICCLimit:1559,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42518
,,3,PICCLimit:1563,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42519
,,3,PICCLimit:1564,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42520
,,3,PICCLimit:1827,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42521
,,3,PICCLimit:1835,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42522
,,3,PICCLimit:1843,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42523
,,3,PICCLimit:2148,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42524
,,3,PICCLimit:2149,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42525
,,3,PICCLimit:2150,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42526
,,3,PICCLimit:2160,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42527
,,3,PICCLimit:2161,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42528
,,3,PICCLimit:2162,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42529
,,3,PICCLimit:2163,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42530
,,3,PICCLimit:2164,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42531
,,3,PICCLimit:2165,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42532
,,3,PICCLimit:2166,5,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42533
,,3,PICCLimit:2167,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,7,2018-08-02 15:30:57.167,42534
,,3,PICCLimit:2168,5,1.0,0,0,2018-08-02 15:30:57.167,,3,100.0,9,2018-08-02 15:30:57.167,42535
,,3,PICCLimit:2178,6,10001.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42536
,,3,PICCLimit:2179,6,10001.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42537
,,3,PICCLimit:2180,6,10001.0,0,0,2018-08-02 15:30:57.167,,3,90000.0,7,2018-08-02 15:30:57.167,42538
,,3,PICCLimit:2181,6,10001.0,0,0,2018-08-02 15:30:57.167,,3,90000.0,7,2018-08-02 15:30:57.167,42539
,,3,PICCLimit:2183,6,10001.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42540
,,3,PICCLimit:2184,6,10001.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42541
,,3,PICCLimit:2185,6,10001.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,42542
